id	len
ADUC01000354	186
ABYU02000020	186
AFFY01000204	187
ACDG02000098	187
AFBQ01000319	188
ADTW01000402	188
ADTP01000414	188
ADUD01000725	189
ADTP01000424	189
AECU01000221	189
ADUF01000006	190
ADTZ01000071	190
ADUA01000308	191
ADUD01000723	191
ADTO01000049	191
ADTQ01000235	191
AFFY01000138	191
ADTY01000241	191
ADUD01000693	192
AFFY01000077	192
ADUA01000003	192
ADUA01000437	192
AFFY01000224	192
AFBQ01000166	192
ADTL01000092	193
AFFY01000193	193
AFFY01000213	193
ADUG01000375	195
ADTX01000363	195
ADUD01000286	195
ADTP01000368	195
AFBQ01000239	196
ADTW01000068	196
ADTO01000317	196
ADTY01000409	196
ADTS01000298	197
AFFY01000100	197
AFBO01000679	198
ADTS01000446	198
ABXV02000061	198
AFFY01000192	198
ADTP01000425	199
ADUA01000403	199
ACHI01000108	200
ACGH01000122	200
APEO01000054	200
ACWF01000113	200
GG669813	200
ADTJ01000357	200
GG666962	200
AFFY01000061	201
ABXI02000124	201
ACLB01000122	201
GG693300	201
GG693850	201
ADTX01000442	201
ACGU01000022	201
AFFY01000168	201
ACLB01000061	202
ADTZ01000459	202
GG693299	202
GG693849	202
ADUD01000760	202
ABYU02000026	202
ADTX01000418	202
ACGU01000029	202
ACGI01000031	202
ACHN01000025	202
GG669603	202
GG669973	202
ACHI01000036	203
ACGY01000170	203
ACGY01000147	203
ACGH01000091	203
ACGL01000160	203
GG669016	203
GG666961	203
GG693848	203
ACLB01000057	203
GG669812	203
GG670224	203
GG670223	203
ACGH01000059	204
GG669811	204
ACGG01000076	204
APEQ01000023	204
AFFY01000217	204
APDF01000066	204
ACHN01000012	204
ADTO01000271	204
AFFY01000196	204
ABWL02000001	204
GG669709	204
GG669602	204
ACHI01000134	205
ACGL01000020	205
ACGL01000193	205
ACHN01000027	205
AECU01000161	205
GG666960	205
ACIZ01000153	205
ACCI02000173	205
APDF01000068	205
GG669015	205
GG669013	205
GG693014	205
GG669014	205
ACGL01000187	205
AECU01000218	205
GG669601	205
ACHI01000102	206
GG666959	206
ACGP01000197	206
GG670104	206
ABWM02000052	206
ADTX01000425	206
ADTW01000383	206
AFFY01000159	206
ADTP01000119	206
GG666958	207
ACHI01000111	207
ACIZ01000158	207
ADTX01000183	207
ADTY01000147	207
ACHI01000128	207
GG693013	207
ACHI01000103	207
AFFY01000122	207
GG670103	207
GG666956	207
ACGP01000002	207
APDX01000035	207
ACFX02000080	207
GG666957	207
ACGP01000019	208
APEU01000061	208
GG669012	208
AGCK01000219	208
APDP01000037	208
ACGG01000174	208
ACJX02000019	208
GG669011	208
ACGM01000084	208
ACGI01000026	208
GG669056	208
ACGG01000066	208
ACOP02000115	208
GG670102	208
ACGL01000128	208
AMEY01000098	208
GG669707	208
APDO01000050	208
GG669708	208
GG669972	208
ACDG02000028	208
ACGL01000144	208
GG693754	209
GG693847	209
ACHL01000053	209
GG693755	209
ADTW01000397	209
AFBO01000756	209
GG670222	209
ACDH02000006	209
ABYJ02000091	209
ACHG01000125	209
ACGY01000018	209
ACGI01000022	209
ACHG01000167	209
GG669971	209
GG669094	209
ACLB01000074	209
AFFY01000148	210
ACGY01000022	210
ACGI01000118	210
AFFY01000030	210
GG669970	210
GG669809	210
GG693753	210
ACGY01000150	210
GG670219	210
GG669810	210
GG670221	210
ACDM02000010	210
GG669055	210
ACLB01000140	210
ACGH01000078	210
ADTK01000245	210
ACGM01000076	210
ADTZ01000378	210
ACGP01000060	210
ACGH01000121	210
ACGY01000029	210
GG693846	210
GG670220	210
ACHG01000115	210
GG670101	210
ADTS01000069	211
ADTW01000406	211
GG669706	211
ACGG01000071	211
ABXV02000044	211
ACWW01000053	211
GG693845	212
ACGY01000033	212
GG669705	212
ACGG01000067	212
ACGP01000073	212
ACLB01000163	212
ACGH01000123	212
GG670218	212
GG669808	212
GG670100	212
ACGM01000072	213
APEZ01000071	213
GG670099	213
APFB01000048	213
ACHN01000029	213
ACHL01000025	213
GG693298	213
ACGP01000015	213
AEVO01000151	213
GG669093	213
ACGU01000024	213
GG669054	213
ACGI01000021	213
ACGP01000216	213
GG666955	213
GG669600	213
GG669969	213
ADTS01000418	213
ACHI01000081	213
GG670098	213
GG693844	214
GG693843	214
ACLB01000164	214
ACHN01000026	214
GG669599	214
APEI01000001	214
APDH01000090	214
APDM01000077	214
APDX01000077	214
ACLB01000068	214
ADTZ01000245	214
GG669807	215
GG669968	215
ACGI01000024	215
ADUE01000184	215
APDS01000065	215
APDM01000040	215
AFBS01000217	215
AFZX01000123	215
ACGH01000089	215
ADUE01000370	215
ACGY01000030	216
GG670217	216
GG669092	216
AFFY01000158	216
ADTJ01000108	216
ADTM01000037	216
ACOP02000030	216
ACHL01000042	216
ACGG01000073	216
ACGP01000054	216
AFFY01000206	216
GG669704	216
GG670097	216
GG669010	216
ACHN01000022	216
GG666954	216
ACHI01000083	216
ACGL01000136	216
ACWW01000046	216
GG669598	216
AFBO01000545	217
GG670215	217
ACGI01000098	217
GG669091	217
GG669966	217
ACGI01000028	217
ACHL01000056	217
APEF01000053	217
AGCI01000073	217
APDI01000098	217
GG670216	217
ACGY01000159	217
ACGY01000089	217
ABXV02000032	217
GG669967	217
APEC01000116	217
ADTP01000238	218
ACCI02000007	218
GG666953	218
GG670096	218
APDX01000086	218
ADUD01000713	218
APCZ01000116	218
ACHI01000075	218
ABYJ02000309	218
ACGP01000069	218
ACGG01000057	219
ADTM01000428	219
ACHG01000095	219
ACGY01000174	219
AFBQ01000387	219
GG670214	219
ACHG01000117	219
GG670095	219
GG693751	219
GG669805	219
AFZZ01000233	219
GG669702	219
GG693752	219
ACGH01000088	219
ACGG01000088	219
ACGH01000051	219
ADTY01000073	219
GG669806	219
ABXV02000160	219
APCW01000047	219
ACGP01000102	219
GG669703	219
ACGU01000023	219
GG693297	219
GG693750	220
GG669804	220
GG669701	220
APCY01000051	220
ACHN01000023	220
APEM01000077	220
ACHG01000176	220
ABYJ02000010	220
GG669965	220
AFZX01000143	220
ACGH01000095	220
APCY01000074	220
ADUF01000241	220
GG669597	220
ACGG01000082	220
ACGI01000138	220
ADTO01000086	221
GG693749	221
ACGY01000155	221
GG670094	221
ACHG01000234	221
ADTR01000432	221
APCY01000075	221
GG693748	221
ADUA01000430	221
APDA01000062	221
AFZZ01000230	221
ACHG01000064	221
GG670213	221
ADUF01000245	221
ADUC01000331	221
AFFY01000149	221
ACGP01000171	221
GG670093	222
ACGP01000067	222
ACOP02000110	222
GG666952	222
GG693747	222
GG666951	222
AFZX01000053	222
AFFY01000208	222
APDF01000067	222
ACCI02000175	222
ACHG01000235	222
ACHI01000091	222
ACHI01000069	222
ADTX01000008	222
APCX01000050	222
GG666950	222
ACHI01000046	222
APEM01000078	222
AEVN01000091	222
ABXV02000048	222
ACLB01000128	222
ACHI01000093	222
GG666949	222
GG693842	222
AFZY01000046	222
ACHI01000040	223
ACGL01000077	223
APEH01000106	223
GG669700	223
ACGI01000020	223
GG669009	223
ACAB02000016	223
GG693841	223
GG666948	223
ACLB01000166	223
AFFY01000145	223
GG669964	223
GG666947	223
ACGG01000070	223
ACHI01000059	223
AFZZ01000121	224
AFZX01000055	224
ACGY01000020	224
DS264482	224
GG670212	224
GG666946	224
ADTM01000443	224
ACHI01000079	224
ADTJ01000476	224
AAXE02000009	224
GG666945	224
AFZY01000104	224
GG693746	224
ACHI01000123	224
ACHG01000225	224
AFZX01000142	224
AFFY01000209	224
GG666944	224
ACHI01000088	224
GG669596	225
GG669699	225
ACHN01000019	225
AFZX01000125	225
AFBO01000638	225
GG669963	225
ACCG02000015	225
AGAC01000120	225
ACHI01000058	225
GG670092	225
ACGG01000092	225
ACGH01000138	225
ACGI01000025	225
ACFX02000055	225
GG666943	225
ACGP01000062	225
GG669803	225
ACIZ01000132	226
GG669053	226
GG669595	226
GG669802	226
ACGH01000161	226
GG693840	226
ADUC01000219	226
AFZX01000150	226
ACGM01000086	226
GG669008	226
GG693012	226
GG669800	226
ACLB01000118	226
GG669801	226
AFBO01000711	226
AFZY01000103	226
ACGH01000103	226
ACHN01000024	226
ADUE01000043	226
APEG01000037	226
ACGL01000188	226
ACGH01000162	226
GG669698	227
ADTY01000322	227
ACGG01000112	227
GG669090	227
ACHL01000043	227
GG669799	227
ACGM01000064	227
ACGH01000094	227
APDH01000085	227
ACGH01000084	227
GG669798	227
GG669052	227
AFFY01000230	227
AGAC01000118	227
ADTL01000326	227
ACGI01000019	228
APDA01000060	228
GG669962	228
ACOP02000107	228
ACGH01000041	229
APDQ01000025	229
GG669797	229
AGCK01000078	229
ACGH01000074	229
GG693839	229
GG669007	229
GG669796	229
ACGL01000083	229
ACFX02000005	229
ACLB01000069	229
ACGP01000074	230
GG693837	230
ACLB01000146	230
GG669697	230
AFFY01000207	230
ACHI01000097	230
GG666942	230
GG693838	230
GG693011	230
ACGG01000061	230
ACGY01000025	230
ACLB01000056	230
GG669006	230
GG670091	230
APDM01000063	230
ACGH01000150	230
GG670211	230
ACIZ01000161	230
ACGL01000158	230
GG669795	230
GG666941	231
GG666940	231
AFFY01000189	231
ACGU01000028	231
ABXV02000071	231
GG669696	231
APDV01000083	231
ACGG01000059	231
ACHI01000051	231
GG693296	231
GG669694	231
ACHI01000060	231
GG669695	231
ACLB01000127	231
ACGG01000079	231
ACGG01000063	231
GG693836	231
GG669961	232
APEH01000111	232
GG693010	232
GG666939	232
GG670210	232
ACGY01000031	232
ACHI01000070	232
ACGP01000066	232
AFFY01000180	232
AFFY01000143	232
ACIZ01000085	232
ACGI01000029	232
ADUD01000465	232
ACLB01000065	232
GG670090	232
APCZ01000071	232
GG693835	232
GG669005	232
APDN01000057	232
ACGL01000057	232
APEK01000008	233
GG670089	233
ACIZ01000087	233
ACGL01000230	233
GG666938	233
AFFY01000150	233
ADUF01000443	233
ACIZ01000160	233
GG693008	233
ABYJ02000216	233
ABXV02000162	233
APCW01000075	233
GG693009	233
ADTS01000373	233
ACGP01000081	233
AGCK01000308	233
ACHI01000050	233
GG669004	233
GG693007	234
GG693833	234
ACIZ01000088	234
GG693832	234
ABWM02000021	234
GG670088	234
ACLB01000058	234
GG669693	234
GG693834	234
ACGG01000077	234
ACGG01000072	234
ACLB01000063	234
APEA01000063	234
ACGP01000059	234
AFBO01000774	234
ADTX01000057	234
ABXV02000149	234
GG669692	234
ACLB01000071	234
APEF01000079	235
ACIZ01000134	235
GG693830	235
GG666935	235
ACLB01000062	235
GG670209	235
ACIZ01000084	235
ACGY01000024	235
ACHI01000066	235
ACHI01000109	235
AGAC01000100	235
ACLB01000050	235
GG666936	235
ACHI01000064	235
GG666937	235
GG669594	235
ADUB01000412	235
AFBR01000077	235
GG669794	235
GG693831	235
ACGH01000072	235
GG693006	235
ADTK01000250	235
GG693005	235
ACHN01000013	235
ACHI01000092	236
GG669793	236
GG669792	236
ADUD01000732	236
APES01000050	236
GG666933	236
ACGP01000031	236
GG670085	236
ACGP01000034	236
ABYJ02000357	236
GG670087	236
ACGH01000083	236
APEQ01000064	236
AFBO01000789	236
ACGP01000071	236
ADUD01000753	236
ACGH01000092	236
ACGG01000058	236
ACGL01000093	236
GG669003	236
ADTW01000328	236
ACHI01000061	236
GG666934	236
GG670086	236
APDM01000094	236
GG669691	236
ABXV02000147	236
ACGG01000167	237
ACGG01000081	237
AFFY01000171	237
ACGP01000048	237
GG670083	237
GG670082	237
GG670084	237
ACGG01000089	237
GG693004	237
GG666932	237
GG666931	237
GG669002	237
ACHI01000057	237
GG666930	237
GG666929	237
ACHI01000107	237
GG669690	237
ACIZ01000086	237
ACGP01000230	237
GG669687	237
ACGG01000074	237
ACGL01000183	237
GG669689	237
GG669688	237
ACHI01000049	237
ACHI01000045	237
AEVN01000115	237
ABXH02000044	237
ACGP01000075	237
ACGP01000023	238
GG669051	238
